"ClientId","DataUltimaTransacao"
348003,2019-10-26
348004,2019-10-28
348005,2019-10-13
348006,2019-07-12
348007,2019-07-22
348008,2019-10-29
348009,2019-10-27
348010,2019-10-25
348011,2019-10-17
348012,2019-10-10
348013,2019-10-28
348014,2019-10-14
348015,2019-10-30
348016,2019-10-04
348017,2019-07-16
348018,2019-10-03
348019,2019-10-26
348020,2019-10-24
348021,2019-10-18
348022,2019-07-24
348023,2019-09-06
348024,2019-10-10
348025,2019-10-15
348026,2019-10-01
348027,2019-08-02
348028,2019-08-10
348029,2019-10-04
348030,2019-07-15
348031,2019-10-12
348032,2019-10-18
348033,2019-10-05
348034,2019-10-18
348035,2019-10-04
348036,2019-10-27
348037,2019-09-01
348038,2019-10-26
348039,2019-10-12
348040,2019-10-25
348041,2019-09-28
348042,2019-09-09
348043,2019-10-14
348044,2019-10-10
348045,2019-08-18
348046,2019-10-07
348047,2019-10-27
348048,2019-10-20
348049,2019-10-25
348050,2019-10-20
348051,2019-10-15
348052,2019-10-20
348053,2019-10-16
348054,2019-10-06
348055,2019-10-13
348056,2019-10-18
348057,2019-10-07
348058,2019-10-10
348059,2019-10-21
348060,2019-09-07
348061,2019-10-15
348062,2019-10-08
348063,2019-08-03
348064,2019-10-30
348065,2019-10-15
348066,2019-10-26
348067,2019-07-09
348068,2019-10-11
348069,2019-10-05
348070,2019-10-22
348071,2019-10-28
348072,2019-10-29
348073,2019-10-08
348074,2019-10-12
348075,2019-10-02
348076,2019-10-14
348077,2019-09-01
348078,2019-10-08
348079,2019-10-06
348080,2019-10-15
348081,2019-10-21
348082,2019-10-19
348083,2019-08-03
348084,2019-10-15
348085,2019-10-25
348086,2019-07-22
348087,2019-10-08
348088,2019-09-03
348089,2019-10-28
348090,2019-10-04
348091,2019-10-23
348092,2019-07-05
348093,2019-10-26
348094,2019-10-26
348095,2019-10-16
348096,2019-10-26
348097,2019-10-14
348098,2019-09-09
348099,2019-10-01
348100,2019-10-08
348101,2019-10-10
348102,2019-10-13
348103,2019-09-17
348104,2019-07-10
348105,2019-10-25
348106,2019-10-03
348107,2019-09-19
348108,2019-07-27
348109,2019-08-14
348110,2019-08-15
348111,2019-10-04
348112,2019-10-02
348113,2019-10-11
348114,2019-09-18
348115,2019-10-06
348116,2019-09-25
348117,2019-08-28
348118,2019-10-24
348119,2019-10-03
348120,2019-10-08
348121,2019-08-07
348122,2019-10-27
348123,2019-10-07
348124,2019-10-13
348125,2019-10-09
348126,2019-10-29
348127,2019-10-28
348128,2019-08-12
348129,2019-10-14
348130,2019-10-02
348131,2019-10-03
348132,2019-07-22
348133,2019-10-16
348134,2019-10-10
348135,2019-10-19
348136,2019-09-14
348137,2019-10-08
348138,2019-10-24
348139,2019-10-07
348140,2019-10-10
348141,2019-10-11
348142,2019-08-12
348143,2019-09-12
348144,2019-10-21
348145,2019-10-26
348146,2019-10-05
348147,2019-07-25
348148,2019-09-19
348149,2019-10-23
348150,2019-10-14
348151,2019-10-01
348152,2019-10-17
348153,2019-10-06
348154,2019-10-15
348155,2019-10-16
348156,2019-10-09
348157,2019-10-26
348158,2019-10-01
348159,2019-10-03
348160,2019-10-01
348161,2019-10-27
348162,2019-08-18
348163,2019-10-03
348164,2019-10-28
348165,2019-10-13
348166,2019-10-11
348167,2019-10-09
348168,2019-07-26
348169,2019-10-17
348170,2019-10-06
348171,2019-10-07
348172,2019-10-26
348173,2019-10-28
348174,2019-10-16
348175,2019-10-25
348176,2019-10-13
348177,2019-10-21
348178,2019-10-17
348179,2019-10-16
348180,2019-10-14
348181,2019-10-22
348182,2019-07-25
348183,2019-10-01
348184,2019-10-11
348185,2019-07-16
348186,2019-10-24
348187,2019-07-12
348188,2019-10-04
348189,2019-10-08
348190,2019-10-26
348191,2019-10-13
348192,2019-10-09
348193,2019-10-16
348194,2019-10-22
348195,2019-10-21
348196,2019-07-14
348197,2019-07-01
348198,2019-10-04
348199,2019-10-14
348200,2019-10-05
348201,2019-10-12
348202,2019-07-02
348203,2019-10-09
348204,2019-10-05
348205,2019-10-01
348206,2019-10-21
348207,2019-07-29
348208,2019-10-12
348209,2019-10-15
348210,2019-10-03
348211,2019-10-15
348212,2019-10-09
348213,2019-10-20
348214,2019-10-01
348215,2019-08-06
348216,2019-10-05
348217,2019-10-27
348218,2019-10-16
348219,2019-10-10
348220,2019-10-23
348221,2019-10-16
348222,2019-07-28
348223,2019-10-09
348224,2019-10-12
348225,2019-10-01
348226,2019-08-31
348227,2019-08-08
348228,2019-10-17
348229,2019-09-02
348230,2019-07-02
348231,2019-10-19
348232,2019-10-04
348233,2019-09-09
348234,2019-10-26
348235,2019-10-01
348236,2019-08-06
348237,2019-10-18
348238,2019-08-23
348239,2019-10-22
348240,2019-10-10
348241,2019-10-28
348242,2019-10-22
348243,2019-10-19
348244,2019-09-06
348245,2019-10-09
348246,2019-10-20
348247,2019-10-06
348248,2019-10-08
348249,2019-10-30
348250,2019-10-04
348251,2019-10-29
348252,2019-10-29
348253,2019-10-03
348254,2019-10-06
348255,2019-10-28
348256,2019-10-17
348257,2019-09-20
348258,2019-10-03
348259,2019-10-15
348260,2019-10-14
348261,2019-10-26
348262,2019-10-24
348263,2019-08-11
348264,2019-10-17
348265,2019-10-13
348266,2019-09-13
348267,2019-10-20
348268,2019-10-17
348269,2019-10-25
348270,2019-10-26
348271,2019-08-06
348272,2019-10-20
348273,2019-10-29
348274,2019-10-30
348275,2019-10-14
348276,2019-10-20
348277,2019-10-30
348278,2019-10-23
348279,2019-10-03
348280,2019-10-11
348281,2019-10-17
348282,2019-10-02
348283,2019-10-04
348284,2019-10-27
348285,2019-10-15
348286,2019-10-17
348287,2019-08-22
348288,2019-08-09
348289,2019-09-16
348290,2019-10-29
348291,2019-10-28
348292,2019-10-14
348293,2019-10-25
348294,2019-10-01
348295,2019-10-08
348296,2019-10-16
348297,2019-10-25
348298,2019-10-08
348299,2019-10-09
348300,2019-07-19
348301,2019-10-19
348302,2019-10-20
348303,2019-10-11
348304,2019-10-09
348305,2019-10-03
348306,2019-07-23
348307,2019-10-18
348308,2019-10-29
348309,2019-10-26
348310,2019-10-05
348311,2019-09-26
348312,2019-10-30
348313,2019-10-24
348314,2019-10-13
348315,2019-10-29
348316,2019-09-15
348317,2019-10-19
348318,2019-09-28
348319,2019-10-16
348320,2019-09-10
348321,2019-10-06
348322,2019-10-20
348323,2019-10-22
348324,2019-10-26
348325,2019-07-09
348326,2019-10-21
348327,2019-10-08
348328,2019-10-17
348329,2019-10-24
348330,2019-10-20
348331,2019-10-21
348332,2019-10-26
348333,2019-10-27
348334,2019-10-21
348335,2019-10-05
348336,2019-10-21
348337,2019-09-23
348338,2019-10-01
348339,2019-10-01
348340,2019-10-11
348341,2019-10-09
348342,2019-10-10
348343,2019-09-30
348344,2019-10-21
348345,2019-07-05
348346,2019-10-26
348347,2019-10-07
348348,2019-10-05
348349,2019-09-21
348350,2019-10-04
348351,2019-10-15
348352,2019-10-19
348353,2019-08-26
348354,2019-07-07
348355,2019-07-24
348356,2019-10-16
348357,2019-09-05
348358,2019-10-18
348359,2019-10-26
348360,2019-10-27
348361,2019-10-04
348362,2019-07-25
348363,2019-10-13
348364,2019-10-14
348365,2019-10-26
348366,2019-10-18
348367,2019-10-09
348368,2019-10-29
348369,2019-10-27
348370,2019-07-04
348371,2019-10-20
348372,2019-10-16
348373,2019-07-08
348374,2019-07-14
348375,2019-10-09
348376,2019-10-11
348377,2019-10-12
348378,2019-10-04
348379,2019-10-09
348380,2019-10-12
348381,2019-07-20
348382,2019-10-11
348383,2019-10-09
348384,2019-10-24
348385,2019-10-15
348386,2019-10-18
348387,2019-10-09
348388,2019-10-02
348389,2019-10-01
348390,2019-10-19
348391,2019-10-15
348392,2019-10-23
348393,2019-10-28
348394,2019-10-25
348395,2019-10-04
348396,2019-10-07
348397,2019-10-16
348398,2019-10-10
348399,2019-10-19
348400,2019-10-18
348401,2019-10-12
348402,2019-10-25
348403,2019-10-30
348404,2019-10-06
348405,2019-10-04
348406,2019-10-13
348407,2019-10-05
348408,2019-10-05
348409,2019-10-19
348410,2019-08-29
348411,2019-10-06
348412,2019-10-21
348413,2019-09-14
348414,2019-10-21
348415,2019-08-04
348416,2019-10-05
348417,2019-10-17
348418,2019-10-16
348419,2019-07-26
348420,2019-10-18
348421,2019-08-20
348422,2019-10-11
348423,2019-10-23
348424,2019-07-27
348425,2019-10-29
348426,2019-10-30
348427,2019-10-27
348428,2019-10-01
348429,2019-10-16
348430,2019-10-27
348431,2019-10-20
348432,2019-10-06
348433,2019-10-17
348434,2019-10-20
348435,2019-10-12
348436,2019-07-03
348437,2019-10-24
348438,2019-10-16
348439,2019-10-28
348440,2019-07-08
348441,2019-10-15
348442,2019-10-05
348443,2019-10-01
348444,2019-10-18
348445,2019-10-06
348446,2019-10-20
348447,2019-07-11
348448,2019-07-20
348449,2019-10-25
348450,2019-10-15
348451,2019-10-24
348452,2019-10-13
348453,2019-10-28
348454,2019-10-05
348455,2019-10-17
348456,2019-10-19
348457,2019-10-15
348458,2019-10-16
348459,2019-10-20
348460,2019-10-19
348461,2019-10-07
348462,2019-10-04
348463,2019-10-09
348464,2019-10-09
348465,2019-10-21
348466,2019-09-04
348467,2019-10-24
348468,2019-08-12
348469,2019-10-03
348470,2019-10-10
348471,2019-10-14
348472,2019-10-07
348473,2019-10-09
348474,2019-10-22
348475,2019-10-17
348476,2019-10-12
348477,2019-10-30
348478,2019-10-06
348479,2019-10-19
348480,2019-09-25
348481,2019-10-07
348482,2019-10-09
348483,2019-09-24
348484,2019-08-19
348485,2019-09-03
348486,2019-07-14
348487,2019-10-13
348488,2019-10-08
348489,2019-10-16
348490,2019-10-16
348491,2019-10-07
348492,2019-10-10
348493,2019-10-13
348494,2019-10-07
348495,2019-10-10
348496,2019-08-21
348497,2019-10-15
348498,2019-10-21
348499,2019-10-20
348500,2019-09-19
348501,2019-10-05
348502,2019-09-01
348503,2019-10-16
348504,2019-10-19
348505,2019-10-07
348506,2019-10-18
348507,2019-08-30
348508,2019-10-18
348509,2019-10-27
348510,2019-10-02
348511,2019-10-17
348512,2019-10-19
348513,2019-09-20
348514,2019-10-09
348515,2019-10-29
348516,2019-10-01
348517,2019-10-01
348518,2019-10-05
348519,2019-09-09
348520,2019-10-07
348521,2019-10-03
348522,2019-10-10
348523,2019-10-11
348524,2019-10-29
348525,2019-07-11
348526,2019-10-08
348527,2019-10-03
348528,2019-10-08
348529,2019-10-20
348530,2019-08-18
348531,2019-10-28
348532,2019-10-12
348533,2019-10-29
348534,2019-07-13
348535,2019-07-28
348536,2019-10-06
348537,2019-10-02
348538,2019-09-12
348539,2019-10-30
348540,2019-10-14
348541,2019-09-18
348542,2019-10-12
348543,2019-10-20
348544,2019-10-06
348545,2019-07-21
348546,2019-10-21
348547,2019-10-04
348548,2019-10-09
348549,2019-10-06
348550,2019-10-13
348551,2019-10-09
348552,2019-10-13
348553,2019-10-16
348554,2019-10-27
348555,2019-08-29
348556,2019-07-07
348557,2019-07-04
348558,2019-10-26
348559,2019-10-10
348560,2019-10-30
348561,2019-10-10
348562,2019-10-12
348563,2019-10-15
348564,2019-10-01
348565,2019-10-30
348566,2019-10-02
348567,2019-10-17
348568,2019-10-21
348569,2019-10-11
348570,2019-10-20
348571,2019-10-16
348572,2019-10-16
348573,2019-10-04
348574,2019-07-01
348575,2019-07-18
348576,2019-10-23
348577,2019-10-16
348578,2019-07-07
348579,2019-10-04
348580,2019-10-11
348581,2019-10-03
348582,2019-10-10
348583,2019-10-24
348584,2019-10-06
348585,2019-10-04
348586,2019-10-28
348587,2019-10-04
348588,2019-10-20
348589,2019-10-28
348590,2019-10-12
348591,2019-10-03
348592,2019-10-07
348593,2019-10-18
348594,2019-10-23
348595,2019-10-25
348596,2019-10-08
348597,2019-10-30
348598,2019-10-01
348599,2019-10-29
348600,2019-09-03
348601,2019-10-17
348602,2019-10-08
348603,2019-07-28
348604,2019-10-26
348605,2019-10-22
348606,2019-10-12
348607,2019-10-26
348608,2019-10-20
348609,2019-10-14
348610,2019-10-25
348611,2019-10-25
348612,2019-10-17
348613,2019-10-04
348614,2019-09-25
348615,2019-10-16
348616,2019-10-24
348617,2019-10-27
348618,2019-08-25
348619,2019-10-04
348620,2019-10-18
348621,2019-10-05
348622,2019-10-05
348623,2019-10-03
348624,2019-10-22
348625,2019-10-04
348626,2019-10-19
348627,2019-10-05
348628,2019-10-27
348629,2019-10-17
348630,2019-10-12
348631,2019-10-01
348632,2019-10-29
348633,2019-10-20
348634,2019-10-12
348635,2019-10-16
348636,2019-10-24
348637,2019-09-22
348638,2019-10-06
348639,2019-10-19
348640,2019-10-12
348641,2019-10-25
348642,2019-07-02
348643,2019-10-09
348644,2019-10-09
348645,2019-10-10
348646,2019-10-13
348647,2019-10-03
348648,2019-10-29
348649,2019-10-11
348650,2019-09-21
348651,2019-07-29
348652,2019-10-16
348653,2019-09-13
348654,2019-10-12
348655,2019-10-14
348656,2019-10-30
348657,2019-10-08
348658,2019-07-22
348659,2019-10-16
348660,2019-10-17
348661,2019-10-14
348662,2019-10-20
348663,2019-10-30
348664,2019-09-04
348665,2019-10-26
348666,2019-10-16
348667,2019-10-20
348668,2019-10-13
348669,2019-10-17
348670,2019-10-16
348671,2019-10-30
348672,2019-10-23
348673,2019-08-26
348674,2019-10-23
348675,2019-09-10
348676,2019-10-20
348677,2019-09-25
348678,2019-09-14
348679,2019-10-11
348680,2019-09-24
348681,2019-10-16
348682,2019-08-23
348683,2019-10-02
348684,2019-10-09
348685,2019-10-22
348686,2019-10-22
348687,2019-07-14
348688,2019-10-12
348689,2019-10-21
348690,2019-10-11
348691,2019-10-09
348692,2019-07-20
348693,2019-10-10
348694,2019-10-30
348695,2019-08-09
348696,2019-10-16
348697,2019-10-30
348698,2019-08-13
348699,2019-10-07
348700,2019-10-02
348701,2019-10-08
348702,2019-10-20
348703,2019-10-23
348704,2019-10-21
348705,2019-09-11
348706,2019-07-22
348707,2019-10-23
348708,2019-10-15
348709,2019-09-27
348710,2019-10-09
348711,2019-10-13
348712,2019-10-14
348713,2019-07-25
348714,2019-07-10
348715,2019-10-10
348716,2019-09-16
348717,2019-10-21
348718,2019-10-05
348719,2019-10-05
348720,2019-07-03
348721,2019-10-21
348722,2019-10-20
348723,2019-10-18
348724,2019-09-01
348725,2019-10-01
348726,2019-10-21
348727,2019-10-25
348728,2019-10-17
348729,2019-10-28
348730,2019-10-17
348731,2019-07-21
348732,2019-10-17
348733,2019-10-10
348734,2019-07-29
348735,2019-07-23
348736,2019-09-24
348737,2019-10-10
348738,2019-07-24
348739,2019-07-30
348740,2019-10-25
348741,2019-10-29
348742,2019-10-29
348743,2019-07-03
348744,2019-10-06
348745,2019-10-23
348746,2019-10-23
348747,2019-10-19
348748,2019-09-24
348749,2019-10-28
348750,2019-10-16
348751,2019-10-30
348752,2019-09-23
348753,2019-09-18
348754,2019-10-22
348755,2019-10-02
348756,2019-10-03
348757,2019-10-19
348758,2019-10-28
348759,2019-10-12
348760,2019-10-05
348761,2019-08-07
348762,2019-10-15
348763,2019-10-05
348764,2019-10-06
348765,2019-10-23
348766,2019-10-15
348767,2019-09-29
348768,2019-10-28
348769,2019-10-04
348770,2019-10-29
348771,2019-10-04
348772,2019-07-28
348773,2019-09-29
348774,2019-09-19
348775,2019-10-13
348776,2019-10-19
348777,2019-10-09
348778,2019-10-17
348779,2019-10-28
348780,2019-08-27
348781,2019-10-24
348782,2019-10-17
348783,2019-10-22
348784,2019-10-03
348785,2019-10-15
348786,2019-10-28
348787,2019-10-01
348788,2019-10-24
348789,2019-10-25
348790,2019-10-05
348791,2019-10-16
348792,2019-08-21
348793,2019-10-26
348794,2019-10-12
348795,2019-10-11
348796,2019-10-18
348797,2019-09-12
348798,2019-10-09
348799,2019-10-14
348800,2019-10-15
348801,2019-10-08
348802,2019-07-30
348803,2019-10-25
348804,2019-10-13
348805,2019-10-25
348806,2019-07-26
348807,2019-10-24
348808,2019-08-05
348809,2019-10-06
348810,2019-10-19
348811,2019-10-12
348812,2019-10-22
348813,2019-09-27
348814,2019-07-20
348815,2019-10-12
348816,2019-10-12
348817,2019-10-24
348818,2019-07-28
348819,2019-07-20
348820,2019-10-02
348821,2019-10-18
348822,2019-09-16
348823,2019-10-19
348824,2019-10-06
348825,2019-10-04
348826,2019-10-01
348827,2019-10-30
348828,2019-08-04
348829,2019-10-10
348830,2019-08-03
348831,2019-09-04
348832,2019-10-10
348833,2019-10-26
348834,2019-10-14
348835,2019-10-20
348836,2019-07-28
348837,2019-10-09
348838,2019-10-17
348839,2019-10-14
348840,2019-08-18
348841,2019-09-11
348842,2019-07-29
348843,2019-10-03
348844,2019-10-06
348845,2019-10-21
348846,2019-10-12
348847,2019-10-25
348848,2019-07-21
348849,2019-10-26
348850,2019-10-06
348851,2019-10-07
348852,2019-10-08
348853,2019-08-21
348854,2019-10-08
348855,2019-10-07
348856,2019-10-01
348857,2019-10-20
348858,2019-10-26
348859,2019-10-04
348860,2019-10-22
348861,2019-10-29
348862,2019-08-31
348863,2019-10-30
348864,2019-10-24
348865,2019-10-14
348866,2019-10-12
348867,2019-10-01
348868,2019-09-25
348869,2019-10-14
348870,2019-10-23
348871,2019-09-29
348872,2019-10-03
348873,2019-10-09
348874,2019-10-19
348875,2019-10-30
348876,2019-10-24
348877,2019-10-05
348878,2019-10-11
348879,2019-10-29
348880,2019-10-14
348881,2019-10-13
348882,2019-08-06
348883,2019-10-27
348884,2019-07-31
348885,2019-08-02
348886,2019-10-24
348887,2019-10-24
348888,2019-10-18
348889,2019-10-10
348890,2019-10-11
348891,2019-10-29
348892,2019-10-05
348893,2019-10-03
348894,2019-08-19
348895,2019-10-15
348896,2019-07-27
348897,2019-10-26
348898,2019-10-05
348899,2019-10-24
348900,2019-10-19
348901,2019-10-29
348902,2019-10-02
348903,2019-10-15
348904,2019-10-06
348905,2019-09-05
348906,2019-10-03
348907,2019-09-17
348908,2019-10-26
348909,2019-10-13
348910,2019-10-12
348911,2019-10-30
348912,2019-10-04
348913,2019-10-11
348914,2019-10-13
348915,2019-10-25
348916,2019-10-03
348917,2019-09-24
348918,2019-10-29
348919,2019-10-10
348920,2019-10-22
348921,2019-10-08
348922,2019-10-17
348923,2019-10-04
348924,2019-10-17
348925,2019-10-13
348926,2019-07-13
348927,2019-10-03
348928,2019-10-14
348929,2019-10-27
348930,2019-10-30
348931,2019-10-05
348932,2019-10-17
348933,2019-09-03
348934,2019-10-21
348935,2019-07-17
348936,2019-10-04
348937,2019-10-25
348938,2019-07-12
348939,2019-07-23
348940,2019-08-23
348941,2019-10-18
348942,2019-10-19
348943,2019-08-05
348944,2019-09-22
348945,2019-07-16
348946,2019-10-03
348947,2019-10-02
348948,2019-10-20
348949,2019-10-20
348950,2019-10-22
348951,2019-10-25
348952,2019-10-23
348953,2019-09-10
348954,2019-10-16
348955,2019-10-26
348956,2019-10-03
348957,2019-08-02
348958,2019-10-12
348959,2019-10-30
348960,2019-10-02
348961,2019-10-13
348962,2019-10-06
348963,2019-10-21
348964,2019-10-16
348965,2019-10-05
348966,2019-10-10
348967,2019-07-30
348968,2019-10-16
348969,2019-10-22
348970,2019-10-15
348971,2019-10-25
348972,2019-10-16
348973,2019-10-27
348974,2019-10-12
348975,2019-10-21
348976,2019-10-16
348977,2019-07-04
348978,2019-10-04
348979,2019-10-10
348980,2019-10-01
348981,2019-10-22
348982,2019-10-18
348983,2019-09-13
348984,2019-10-26
348985,2019-10-27
348986,2019-10-18
348987,2019-10-06
348988,2019-10-22
348989,2019-10-26
348990,2019-10-03
348991,2019-10-29
348992,2019-10-11
348993,2019-10-03
348994,2019-10-02
348995,2019-10-14
348996,2019-10-02
348997,2019-08-29
348998,2019-10-20
348999,2019-10-03
349000,2019-10-13
349001,2019-10-04
349002,2019-10-23
349003,2019-10-25
349004,2019-10-26
349005,2019-10-07
349006,2019-10-03
349007,2019-10-20
349008,2019-08-01
349009,2019-10-20
349010,2019-10-10
349011,2019-08-19
349012,2019-10-05
349013,2019-10-02
349014,2019-10-10
349015,2019-08-17
349016,2019-10-05
349017,2019-10-08
349018,2019-10-19
349019,2019-10-13
349020,2019-07-14
349021,2019-10-15
349022,2019-10-27
349023,2019-10-16
349024,2019-09-09
349025,2019-07-28
349026,2019-10-03
349027,2019-10-04
349028,2019-10-13
349029,2019-10-04
349030,2019-10-24
349031,2019-07-06
349032,2019-10-10
349033,2019-10-24
349034,2019-10-15
349035,2019-10-14
349036,2019-10-13
349037,2019-10-12
349038,2019-10-28
349039,2019-10-20
349040,2019-10-20
349041,2019-08-18
349042,2019-10-24
349043,2019-10-24
349044,2019-09-30
349045,2019-10-11
349046,2019-10-28
349047,2019-10-06
349048,2019-08-05
349049,2019-10-25
349050,2019-10-06
349051,2019-10-17
349052,2019-10-03
349053,2019-07-15
349054,2019-10-10
349055,2019-10-02
349056,2019-10-18
349057,2019-10-11
349058,2019-08-31
349059,2019-10-17
349060,2019-10-26
349061,2019-10-10
349062,2019-10-19
349063,2019-10-08
349064,2019-10-30
349065,2019-09-22
349066,2019-10-18
349067,2019-10-26
349068,2019-10-13
349069,2019-10-29
349070,2019-09-05
349071,2019-10-25
349072,2019-10-21
349073,2019-10-23
349074,2019-10-27
349075,2019-10-02
349076,2019-10-05
349077,2019-10-05
349078,2019-10-23
349079,2019-10-05
349080,2019-10-09
349081,2019-10-15
349082,2019-10-03
349083,2019-10-02
349084,2019-10-28
349085,2019-10-22
349086,2019-10-02
349087,2019-08-26
349088,2019-08-26
349089,2019-10-04
349090,2019-10-28
349091,2019-10-04
349092,2019-10-01
349093,2019-10-16
349094,2019-10-09
349095,2019-10-11
349096,2019-10-04
349097,2019-10-02
349098,2019-07-03
349099,2019-07-03
349100,2019-08-21
349101,2019-08-03
349102,2019-10-02
349103,2019-10-06
349104,2019-10-25
349105,2019-10-18
349106,2019-09-23
349107,2019-10-29
349108,2019-10-15
349109,2019-10-21
349110,2019-10-13
349111,2019-09-30
349112,2019-10-25
349113,2019-10-29
349114,2019-10-27
349115,2019-07-30
349116,2019-10-22
349117,2019-09-03
349118,2019-10-09
349119,2019-10-19
349120,2019-10-06
349121,2019-07-08
349122,2019-10-26
349123,2019-09-14
349124,2019-08-26
349125,2019-10-25
349126,2019-10-02
349127,2019-08-01
349128,2019-07-31
349129,2019-10-18
349130,2019-07-22
349131,2019-10-27
349132,2019-08-06
349133,2019-10-20
349134,2019-10-18
349135,2019-10-11
349136,2019-10-29
349137,2019-07-15
349138,2019-07-29
349139,2019-10-30
349140,2019-10-24
349141,2019-10-10
349142,2019-10-29
349143,2019-10-06
349144,2019-10-05
349145,2019-10-09
349146,2019-07-02
349147,2019-10-11
349148,2019-10-05
349149,2019-10-05
349150,2019-10-11
349151,2019-08-27
349152,2019-10-22
349153,2019-10-14
349154,2019-10-27
349155,2019-10-21
349156,2019-10-06
349157,2019-10-06
349158,2019-10-28
349159,2019-10-19
349160,2019-07-07
349161,2019-10-19
349162,2019-10-09
349163,2019-10-08
349164,2019-10-19
349165,2019-10-26
349166,2019-10-20
349167,2019-10-24
349168,2019-08-02
349169,2019-07-19
349170,2019-10-22
349171,2019-07-06
349172,2019-10-10
349173,2019-10-25
349174,2019-10-17
349175,2019-10-26
349176,2019-10-18
349177,2019-10-06
349178,2019-07-14
349179,2019-10-15
349180,2019-10-12
349181,2019-10-04
349182,2019-10-13
349183,2019-07-05
349184,2019-09-19
349185,2019-07-19
349186,2019-08-19
349187,2019-10-10
349188,2019-10-09
349189,2019-10-07
349190,2019-10-19
349191,2019-10-02
349192,2019-10-04
349193,2019-10-03
349194,2019-09-18
349195,2019-10-22
349196,2019-10-26
349197,2019-10-07
349198,2019-10-02
349199,2019-10-28
349200,2019-10-20
349201,2019-10-03
349202,2019-10-05
349203,2019-10-29
349204,2019-10-12
349205,2019-09-24
349206,2019-10-29
349207,2019-09-23
349208,2019-10-24
349209,2019-10-18
349210,2019-10-15
349211,2019-10-27
349212,2019-10-25
349213,2019-08-07
349214,2019-09-27
349215,2019-10-05
349216,2019-09-08
349217,2019-10-25
349218,2019-10-09
349219,2019-10-30
349220,2019-10-30
349221,2019-10-25
349222,2019-10-10
349223,2019-10-28
349224,2019-08-06
349225,2019-10-05
349226,2019-08-29
349227,2019-07-03
349228,2019-10-17
349229,2019-10-01
349230,2019-10-15
349231,2019-08-16
349232,2019-10-24
349233,2019-10-10
349234,2019-10-13
349235,2019-10-03
349236,2019-08-24
349237,2019-10-03
349238,2019-10-24
349239,2019-10-04
349240,2019-10-27
349241,2019-10-03
349242,2019-10-06
349243,2019-10-01
349244,2019-10-02
349245,2019-10-06
349246,2019-10-26
349247,2019-10-28
349248,2019-10-17
349249,2019-08-02
349250,2019-10-25
349251,2019-08-20
349252,2019-10-22
349253,2019-10-19
349254,2019-10-26
349255,2019-10-03
349256,2019-10-27
349257,2019-10-03
349258,2019-10-19
349259,2019-10-11
349260,2019-10-22
349261,2019-08-20
349262,2019-08-29
349263,2019-10-19
349264,2019-10-02
349265,2019-10-12
349266,2019-10-23
349267,2019-10-28
349268,2019-10-11
349269,2019-10-15
349270,2019-10-08
349271,2019-09-04
349272,2019-10-01
349273,2019-10-29
349274,2019-10-23
349275,2019-10-22
349276,2019-10-11
349277,2019-07-21
349278,2019-10-04
349279,2019-08-02
349280,2019-10-25
349281,2019-10-16
349282,2019-10-12
349283,2019-09-18
349284,2019-10-06
349285,2019-10-14
349286,2019-10-12
349287,2019-07-19
349288,2019-10-17
349289,2019-10-15
349290,2019-10-27
349291,2019-10-17
349292,2019-08-19
349293,2019-10-21
349294,2019-08-31
349295,2019-08-21
349296,2019-10-14
349297,2019-10-18
349298,2019-10-25
349299,2019-08-03
349300,2019-09-23
349301,2019-10-28
349302,2019-10-15
349303,2019-10-19
349304,2019-10-08
349305,2019-10-19
349306,2019-10-04
349307,2019-10-01
349308,2019-10-17
349309,2019-08-29
349310,2019-10-16
349311,2019-07-05
349312,2019-09-25
349313,2019-10-09
349314,2019-07-13
349315,2019-10-14
349316,2019-10-18
349317,2019-10-21
349318,2019-10-16
349319,2019-10-23
349320,2019-10-13
349321,2019-10-13
349322,2019-10-18
349323,2019-10-28
349324,2019-10-09
349325,2019-10-15
349326,2019-09-20
349327,2019-10-25
349328,2019-10-01
349329,2019-10-09
349330,2019-10-29
349331,2019-08-08
349332,2019-10-17
349333,2019-10-26
349334,2019-10-19
349335,2019-10-06
349336,2019-10-05
349337,2019-10-16
349338,2019-10-06
349339,2019-10-13
349340,2019-10-26
349341,2019-10-05
349342,2019-07-23
349343,2019-10-30
349344,2019-10-29
349345,2019-10-17
349346,2019-10-15
349347,2019-10-18
349348,2019-07-25
349349,2019-10-29
349350,2019-08-01
349351,2019-08-28
349352,2019-10-03
349353,2019-10-28
349354,2019-07-05
349355,2019-09-19
349356,2019-10-13
349357,2019-10-28
349358,2019-09-05
349359,2019-10-06
349360,2019-10-17
349361,2019-09-06
349362,2019-10-21
349363,2019-10-10
349364,2019-10-03
349365,2019-08-09
349366,2019-10-17
349367,2019-10-16
349368,2019-10-21
349369,2019-10-16
349370,2019-10-06
349371,2019-07-14
349372,2019-10-08
349373,2019-10-05
349374,2019-10-30
349375,2019-10-25
349376,2019-10-28
349377,2019-10-12
349378,2019-10-05
349379,2019-10-29
349380,2019-10-28
349381,2019-10-23
349382,2019-10-03
349383,2019-10-24
349384,2019-10-22
349385,2019-08-29
349386,2019-10-05
349387,2019-09-09
349388,2019-10-09
349389,2019-10-04
349390,2019-10-03
349391,2019-10-20
349392,2019-10-09
349393,2019-10-12
349394,2019-10-15
349395,2019-08-13
349396,2019-10-23
349397,2019-10-12
349398,2019-10-18
349399,2019-10-17
349400,2019-10-27
